jd_id,category,jd_text,cleaned_text
JD_00641,Backend Developer,"Role: Backend Developer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Backend Developer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Java, TypeScript, FastAPI, Spring Boot, RabbitMQ, AWS
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role backend developer company global innovation location san francisco can role backend developer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification java typescript fastapi spring boot rabbitmq aw work agile scrum team hand deployment containerization
JD_00642,Frontend Developer,"Role: Frontend Developer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Frontend Developer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: JavaScript, HTML5, React, Vue.js, Vite, Webpack
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role frontend developer company techcorp solution location remote hybird overview seek talented frontend developer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent javascript html5 react vue js vite webpack strong communication analytical familiarity ci cd practice cloud platform
JD_00643,Cybersecurity Engineer,"Role: Cybersecurity Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Cybersecurity Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Bash, Assembly, Snort, Burp Suite, Linux, SIEM
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role cybersecurity engineer company techcorp solution location remote hybird overview seek talented cybersecurity engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent bash assembly snort burp suite linux siem strong communication analytical familiarity ci cd practice cloud platform
JD_00644,Business Analyst,"Role: Business Analyst
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Business Analyst, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- SQL, UML, BPMN, MS Project, Tableau
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role business analyst company global innovation location san francisco can role business analyst drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification sql uml bpmn ms project tableau work agile scrum team hand deployment containerization
JD_00645,AI Engineer,"Role: AI Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented AI Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: SQL, JavaScript, PyTorch, LlamaIndex, Git, Pinecone
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role ai engineer company techcorp solution location remote hybird overview seek talented ai engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent sql javascript pytorch llamaindex git pinecone strong communication analytical familiarity ci cd practice cloud platform
JD_00646,AI Engineer,"Role: AI Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented AI Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Python, JavaScript, PyTorch, LangChain, AWS, ChromaDB
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role ai engineer company techcorp solution location remote hybird overview seek talented ai engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent python javascript pytorch langchain aws chromadb strong communication analytical familiarity ci cd practice cloud platform
JD_00647,Software Engineer,"Role: Software Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Software Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Rust, C++, ASP.NET, Flask, Gradle, Maven
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role software engineer company global innovation location san francisco can role software engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification rust c++ asp net flask gradle maven work agile scrum team hand deployment containerization
JD_00648,Frontend Developer,"Role: Frontend Developer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Frontend Developer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: HTML5, JavaScript, React, Next.js, Vite, Git
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role frontend developer company techcorp solution location remote hybird overview seek talented frontend developer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent html5 javascript react next js vite git strong communication analytical familiarity ci cd practice cloud platform
JD_00649,Frontend Developer,"Role: Frontend Developer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Frontend Developer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: HTML5, CSS3, React, TailwindCSS, npm, Vite
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role frontend developer company techcorp solution location remote hybird overview seek talented frontend developer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent html5 css3 react tailwindcss npm vite strong communication analytical familiarity ci cd practice cloud platform
JD_00650,Full Stack Developer,"Role: Full Stack Developer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Full Stack Developer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: SQL, JavaScript, React, TailwindCSS, Git, MongoDB
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role full stack developer company techcorp solution location remote hybird overview seek talented full stack developer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent sql javascript react tailwindcss git mongodb strong communication analytical familiarity ci cd practice cloud platform
JD_00651,Cloud Engineer,"Role: Cloud Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Cloud Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Python, Go, CloudFormation, Serverless Framework, GCP, Azure
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role cloud engineer company global innovation location san francisco can role cloud engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification python go cloudformation serverless framework gcp azure work agile scrum team hand deployment containerization
JD_00652,Data Analyst,"Role: Data Analyst
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Data Analyst to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Python, R, NumPy, Pandas, Power BI, Jira
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role datum analyst company techcorp solution location remote hybird overview seek talented datum analyst join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent python numpy panda power bi jira strong communication analytical familiarity ci cd practice cloud platform
JD_00653,DevOps Engineer,"Role: DevOps Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented DevOps Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Python, Bash, Puppet, Ansible, AWS, Jenkins
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role devop engineer company techcorp solution location remote hybird overview seek talented devop engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent python bash puppet ansible aws jenkin strong communication analytical familiarity ci cd practice cloud platform
JD_00654,Cybersecurity Engineer,"Role: Cybersecurity Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Cybersecurity Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Assembly, C, Nmap, Snort, Active Directory, Git
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role cybersecurity engineer company global innovation location san francisco can role cybersecurity engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification assembly nmap snort active directory git work agile scrum team hand deployment containerization
JD_00655,Data Analyst,"Role: Data Analyst
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Data Analyst, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- SQL, Python, Pandas, Excel, Power BI, Tableau
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role datum analyst company global innovation location san francisco can role data analyst drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification sql python panda excel power bi tableau work agile scrum team hand deployment containerization
JD_00656,AI Engineer,"Role: AI Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented AI Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: SQL, Python, PyTorch, LangChain, Pinecone, AWS
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role ai engineer company techcorp solution location remote hybird overview seek talented ai engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent sql python pytorch langchain pinecone aw strong communication analytical familiarity ci cd practice cloud platform
JD_00657,Machine Learning Engineer,"Role: Machine Learning Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Machine Learning Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Python, SQL, TensorFlow, Keras, MLflow, TensorBoard
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role machine learn engineer company global innovation location san francisco can role machine learn engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification python sql tensorflow keras mlflow tensorboard work agile scrum team hand deployment containerization
JD_00658,Full Stack Developer,"Role: Full Stack Developer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Full Stack Developer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Python, TypeScript, Node.js, TailwindCSS, GitHub Actions, PostgreSQL
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role full stack developer company global innovation location san francisco can role full stack developer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification python typescript node js tailwindcss action postgresql work agile scrum team hand deployment containerization
JD_00659,Cloud Engineer,"Role: Cloud Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Cloud Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Go, Bash, Serverless Framework, CloudFormation, GCP, EC2
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role cloud engineer company techcorp solution location remote hybird overview seek talented cloud engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent go bash serverless framework cloudformation gcp ec2 strong communication analytical familiarity ci cd practice cloud platform
JD_00660,AI Engineer,"Role: AI Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented AI Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Python, SQL, Hugging Face, FastAPI, Weights & Biases, Docker
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role ai engineer company techcorp solution location remote hybird overview seek talented ai engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent python sql hug face fastapi weight bias docker strong communication analytical familiarity ci cd practice cloud platform
JD_00661,Data Analyst,"Role: Data Analyst
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Data Analyst to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: R, SQL, Matplotlib, Seaborn, Looker, Power BI
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role datum analyst company techcorp solution location remote hybird overview seek talented datum analyst join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent sql matplotlib seaborn looker power bi strong communication analytical familiarity ci cd practice cloud platform
JD_00662,Full Stack Developer,"Role: Full Stack Developer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Full Stack Developer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: JavaScript, Python, TailwindCSS, Next.js, Git, GitHub Actions
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role full stack developer company techcorp solution location remote hybird overview seek talented full stack developer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent javascript python tailwindcss next js git action strong communication analytical familiarity ci cd practice cloud platform
JD_00663,Data Scientist,"Role: Data Scientist
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Data Scientist to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Julia, Python, TensorFlow, Scikit-Learn, Git, MLflow
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role datum scientist company techcorp solution location remote hybird overview seek talented datum scientist join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent julia python tensorflow scikit learn git mlflow strong communication analytical familiarity ci cd practice cloud platform
JD_00664,Software Engineer,"Role: Software Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Software Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- C++, Rust, Flask, Django, Linux, Docker
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role software engineer company global innovation location san francisco can role software engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification c++ rust flask django linux docker work agile scrum team hand deployment containerization
JD_00665,Cloud Engineer,"Role: Cloud Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Cloud Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Bash, Go, Terraform, CloudFormation, Azure, Docker
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role cloud engineer company global innovation location san francisco can role cloud engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification bash go terraform cloudformation azure docker work agile scrum team hand deployment containerization
JD_00666,DevOps Engineer,"Role: DevOps Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented DevOps Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Go, Python, Puppet, Terraform, Docker, Kubernetes
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role devop engineer company techcorp solution location remote hybird overview seek talented devop engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent go python puppet terraform docker kubernete strong communication analytical familiarity ci cd practice cloud platform
JD_00667,Backend Developer,"Role: Backend Developer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Backend Developer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Ruby, Go, Spring Boot, FastAPI, PostgreSQL, MongoDB
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role backend developer company techcorp solution location remote hybird overview seek talented backend developer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent ruby go spring boot fastapi postgresql mongodb strong communication analytical familiarity ci cd practice cloud platform
JD_00668,Software Engineer,"Role: Software Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Software Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Go, C#, gRPC, Flask, Jira, Gradle
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role software engineer company techcorp solution location remote hybird overview seek talented software engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent go grpc flask jira gradle strong communication analytical familiarity ci cd practice cloud platform
JD_00669,Machine Learning Engineer,"Role: Machine Learning Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Machine Learning Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Python, CUDA, TensorFlow, XGBoost, Docker, Kubernetes
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role machine learn engineer company techcorp solution location remote hybird overview seek talented machine learn engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent python cuda tensorflow xgboost docker kubernete strong communication analytical familiarity ci cd practice cloud platform
JD_00670,Business Analyst,"Role: Business Analyst
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Business Analyst, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- SQL, BPMN, Waterfall, Tableau, MS Project
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role business analyst company global innovation location san francisco can role business analyst drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification sql bpmn waterfall tableau ms project work agile scrum team hand deployment containerization
JD_00671,Machine Learning Engineer,"Role: Machine Learning Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented Machine Learning Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: SQL, CUDA, Hugging Face, Keras, MLflow, Linux
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role machine learn engineer company techcorp solution location remote hybird overview seek talented machine learn engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent sql cuda hug face keras mlflow linux strong communication analytical familiarity ci cd practice cloud platform
JD_00672,DevOps Engineer,"Role: DevOps Engineer
Company: TechCorp Solutions
Location: Remote / Hybird

Overview:
We are seeking a talented DevOps Engineer to join our growing product team. You will be responsible for designing, building, and deploying software systems.

Responsibilities:
- Collaborate with engineering and product management teams.
- Design, implement, and maintain code logic.
- Conduct code reviews and ensure testing practices are followed.
- Optimize systems for scalability and performance.

Requirements:
- Bachelor's or Master's degree in Computer Science, or equivalent experience.
- Experience with: Bash, Ruby, Ansible, Terraform, Kubernetes, AWS
- Strong communication and analytical skills.
- Familiarity with CI/CD practices and cloud platforms.",role devop engineer company techcorp solution location remote hybird overview seek talented devop engineer join grow product team responsible design building deploy software system responsibility collaborate engineering product management team design implement maintain code logic conduct code review ensure testing practice follow optimize system scalability performance requirement bachelor master degree computer science equivalent bash ruby ansible terraform kubernete aws strong communication analytical familiarity ci cd practice cloud platform
JD_00673,Data Analyst,"Role: Data Analyst
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a Data Analyst, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- SQL, R, Pandas, NumPy, Excel, Power BI
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role datum analyst company global innovation location san francisco can role data analyst drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification sql pandas numpy excel power bi work agile scrum team hand deployment containerization
JD_00674,DevOps Engineer,"Role: DevOps Engineer
Company: Global Innovations
Location: San Francisco, CA

About the role:
As a DevOps Engineer, you will drive technical implementations and contribute to key roadmap items.

What you'll do:
- Solve complex engineering and software design problems.
- Implement high-quality, readable, and testable code.
- Manage systems reliability, security, and automated deployments.
- Mentor junior engineers.

Technical Qualifications:
- Python, Ruby, Chef, Ansible, Kubernetes, Linux
- Experience working in Agile/Scrum teams.
- Hands-on deployment and containerization experience.",role devop engineer company global innovation location san francisco can role devop engineer drive technical implementation contribute roadmap item solve complex engineering software design problem implement high quality readable testable code manage system reliability security automated deployment mentor junior engineer technical qualification python ruby chef ansible kubernete linux work agile scrum team hand deployment containerization
